config_size,build_time,solve_time,total_time,fairness_gap,num_vars,num_constrs,status,solution_found
100,0.042849063873291016,0.015422821044921875,0.05827188491821289,267,151,2552,2,True
215,0.06063580513000488,0.013910055160522461,0.07454586029052734,246,266,2552,2,True
464,0.10741710662841797,0.014098167419433594,0.12151527404785156,205,515,2552,2,True
1000,0.21907830238342285,0.030878067016601562,0.24995636940002441,178,1051,2552,2,True
